norm_iri;content;content_clean
dio~di101-0359~1;"<sco>
    <sec>
      <par>
        <lno>G<span style=""font-size:1.3em;"">L</span>OR<span style=""font-size:1.3em;"">I</span>A<appalpha id=""footnotes-appalpha-dio-di101-0359-a"">a)</appalpha> PATR<span style=""font-size:1.3em;"">I</span><appalpha id=""footnotes-appalpha-dio-di101-0359-a"">a)</appalpha> ET F<span style=""font-size:1.3em;"">ILI</span>O<appalpha id=""footnotes-appalpha-dio-di101-0359-b"">b)</appalpha> // A<span style=""font-size:1.3em;"">C</span> SP<span style=""font-size:1.3em;"">I</span>R<span style=""font-size:1.3em;"">I</span>T<span style=""font-size:1.3em;"">VI</span><appalpha id=""footnotes-appalpha-dio-di101-0359-a"">a)</appalpha> SAN<span style=""font-size:1.3em;"">C</span>TO<appalpha id=""footnotes-appalpha-dio-di101-0359-c"">c)</appalpha> // <span style=""font-size:1.3em;"">I</span>N SE<span style=""font-size:1.3em;"">CVL</span>A SE<span style=""font-size:1.3em;"">CVL</span>OR<span style=""font-size:1.3em;"">VM</span><appalpha id=""footnotes-appalpha-dio-di101-0359-d"">d)</appalpha></lno>
      </par>
    </sec>
  </sco>";GLORIAa) PATRIa) ET FILIOb) // AC SPIRITVIa) SANCTOc) // IN SECVLA SECVLORVMd)
dio~di101-0360~1;"<sco>
    <sec>
      <p>
        <strong>I.</strong>
      </p>
      <par>
        <lin> </lin>
        <lin>INRI</lin>
      </par>
    </sec>
    <sec>
      <p>
        <strong>II.</strong>
      </p>
      <par>
        <lin>Hie ligt begraben der fürsichtig Ersamb vnd Weiße Hannß Mayr gewest=/er Innerer Rhats Bürger vnd Cam(m)erer alhie zu Münsteür, so d[e]n &lt;3 december&gt; Anno &lt;---&gt; seeligelich in / Gott verschiedten sambt seiner Ersten Hausfrauen Anna Thenhärtliṇ von Pfarrkhürc[he]n<appnum id=""footnotes-appnum-dio-di101-0360-2"">2)</appnum> so den ∙ 19 ∙ Junij ∙ 16= / ∙ 19 Jars verstorben vnd ein Kind ∙ Dann sein annderte Ehefrau Ḅạrbara Wagne[r]in von Obernperg<appnum id=""footnotes-appnum-dio-di101-0360-3"">3)</appnum> / welche den · 26 ∙ Septe[mber] · 1629 ∙ Jars Jr leben beschlossen denen Gott und allen Christglaub=/igen Seelen gen[ädig un]d Barmherczig sein wölle Amen<appalpha id=""footnotes-appalpha-dio-di101-0360-a"">a)</appalpha> / Anno 162̣9̣<appalpha id=""footnotes-appalpha-dio-di101-0360-b"">b)</appalpha></lin>
      </par>
    </sec>
    <sec>
      <p>
        <strong>III. Initialen auf Wappenschilden:</strong>
      </p>
      <par>
        <lin>H(ANNS)<appalpha id=""footnotes-appalpha-dio-di101-0360-c"">c)</appalpha> M(AYR)<appalpha id=""footnotes-appalpha-dio-di101-0360-d"">d)</appalpha> // A(NNA) T(ENHÄRTL)<appalpha id=""footnotes-appalpha-dio-di101-0360-e"">e)</appalpha> // B(ARBARA) W(AGNER)</lin>
      </par>
    </sec>
  </sco>";I. INRI II. Hie ligt begraben der fürsichtig Ersamb vnd Weiße Hannß Mayr gewest=/er Innerer Rhats Bürger vnd Cam(m)erer alhie zu Münsteür, so d[e]n <3 december> Anno <---> seeligelich in / Gott verschiedten sambt seiner Ersten Hausfrauen Anna Thenhärtliṇ von Pfarrkhürc[he]n2) so den ∙ 19 ∙ Junij ∙ 16= / ∙ 19 Jars verstorben vnd ein Kind ∙ Dann sein annderte Ehefrau Ḅạrbara Wagne[r]in von Obernperg3) / welche den · 26 ∙ Septe[mber] · 1629 ∙ Jars Jr leben beschlossen denen Gott und allen Christglaub=/igen Seelen gen[ädig un]d Barmherczig sein wölle Amena) / Anno 162̣9̣b) III. Initialen auf Wappenschilden: H(ANNS)c) M(AYR)d) // A(NNA) T(ENHÄRTL)e) // B(ARBARA) W(AGNER)
dio~di101-0361~1;"<sco>
    <sec>
      <p>
        <strong>I. Über dem linken Wappen:</strong>
      </p>
      <par>
        <lin>G(EORG) ∙ E(HRENREICH) ∙ F(REIHERR) ∙ V(ON) ∙ C(LOSEN) ∙ Z(V) ∙ H(AIDENBVRG)</lin>
      </par>
    </sec>
    <sec>
      <p>
        <strong>II. Über dem rechten Wappen:</strong>
      </p>
      <par>
        <lin>C(ATHARINA) ∙ M(ARIA) ∙ F(REIFRAV) ∙ V(ON) ∙ C(LOSEN) ∙ Z(V) ∙ H(AIDENBVRG)</lin>
      </par>
    </sec>
    <sec>
      <p>
        <strong>III. Unter dem linken Wappen:</strong>
      </p>
      <par>
        <lin>FIERCHT : GOTT<appalpha id=""footnotes-appalpha-dio-di101-0361-a"">a)</appalpha></lin>
      </par>
    </sec>
    <sec>
      <p>
        <strong>IV. Unter dem rechten Wappen:</strong>
      </p>
      <par>
        <lin>LIEB : TVG[E]NT<appalpha id=""footnotes-appalpha-dio-di101-0361-b"">b)</appalpha></lin>
      </par>
    </sec>
    <sec>
      <p>
        <strong>V.</strong>
      </p>
      <par>
        <lin>∙ 1 ∙ // ∙ 6 ∙ // ∙ 2 ∙ // ∙ 9<appalpha id=""footnotes-appalpha-dio-di101-0361-c"">c)</appalpha> ∙</lin>
      </par>
    </sec>
  </sco>";I. Über dem linken Wappen: G(EORG) ∙ E(HRENREICH) ∙ F(REIHERR) ∙ V(ON) ∙ C(LOSEN) ∙ Z(V) ∙ H(AIDENBVRG) II. Über dem rechten Wappen: C(ATHARINA) ∙ M(ARIA) ∙ F(REIFRAV) ∙ V(ON) ∙ C(LOSEN) ∙ Z(V) ∙ H(AIDENBVRG) III. Unter dem linken Wappen: FIERCHT : GOTTa) IV. Unter dem rechten Wappen: LIEB : TVG[E]NTb) V. ∙ 1 ∙ // ∙ 6 ∙ // ∙ 2 ∙ // ∙ 9c) ∙
dio~di101-0362~1;"<sco>
    <sec>
      <snr>I.</snr>
      <par>
        <lno>INRI</lno>
      </par>
    </sec>
    <sec>
      <snr>II.</snr>
      <par>
        <lno>Disen Stain hatt bei seinen lebzeitten machen lassen der / Achtbar vnnd Fürnemme Leonhardt Reuhner Außern Raths / Bürger vnnd Peckh alhie so den &lt;20&gt; tag &lt;---&gt; Anno 16 · &lt;4[.]&gt; / in Gott seelig verschiden Jme vnnd seiner Ersten Haußfrauwen<appalpha id=""footnotes-appalpha-dio-di101-0362-a"">a)</appalpha> / Magdalena Dornerin von Mambling im landt Schwaben gebür=/tig dan der Anderen Appollonia Schällin von Malching beeder / seeligen vnnd Maria Haitzenpergerin noch im leben sambt / allerseits Ehelichen Freundtschafft vnnd khindern Ewiger gedacht=/nuß Got[---]llen die Ewige Rueh . Amen<appalpha id=""footnotes-appalpha-dio-di101-0362-b"">b)</appalpha> · 16.30.</lno>
      </par>
    </sec>
  </sco>";I. INRI II. Disen Stain hatt bei seinen lebzeitten machen lassen der / Achtbar vnnd Fürnemme Leonhardt Reuhner Außern Raths / Bürger vnnd Peckh alhie so den <20> tag <---> Anno 16 · <4[.]> / in Gott seelig verschiden Jme vnnd seiner Ersten Haußfrauwena) / Magdalena Dornerin von Mambling im landt Schwaben gebür=/tig dan der Anderen Appollonia Schällin von Malching beeder / seeligen vnnd Maria Haitzenpergerin noch im leben sambt / allerseits Ehelichen Freundtschafft vnnd khindern Ewiger gedacht=/nuß Got[---]llen die Ewige Rueh . Amenb) · 16.30.
dio~di101-0363~1;"<sco>
    <sec>
      <par>
        <lno>Hie ligt begraben<appalpha id=""footnotes-appalpha-dio-di101-0363-a"">a)</appalpha> [---]</lno>
      </par>
    </sec>
  </sco>";Hie ligt begrabena) [---]
dio~di101-0364~1;"<sco>
    <sec>
      <snr>I.</snr>
      <par>
        <lno>ETV</lno>
      </par>
    </sec>
    <sec>
      <snr>II.</snr>
      <par>
        <lno>REVERENDVS<appalpha id=""footnotes-appalpha-dio-di101-0364-a"">a)</appalpha> ADMODVM NEC NON EXCELENS DOMINVS / BENEDICTVS REINWOLD, CASPARI REINWOLD / CIVIS SENATORIJ IN KELHAIM BOIARI<lig>AE</lig>, FILIVS / ARTIVM LIBERALI(VM) : AC PH(I)L(OSOPH)I<lig>AE</lig> DOCTOR ET / MAGISTER, DECANVS ET PAROCHVS APVD, S(ANCTVM) / LEONARDVM IN AIGEN OBIJT ANNO, 16,31, / DIE 24 MENSIS IVNII <lig>AE</lig>TATIS 44 ANNO(RVM) . / CVIVS ANIMA DEO VIFAT<appalpha id=""footnotes-appalpha-dio-di101-0364-b"">b)</appalpha>, AMEN.</lno>
      </par>
    </sec>
  </sco>";I. ETV II. REVERENDVSa) ADMODVM NEC NON EXCELENS DOMINVS / BENEDICTVS REINWOLD, CASPARI REINWOLD / CIVIS SENATORIJ IN KELHAIM BOIARIAE, FILIVS / ARTIVM LIBERALI(VM) : AC PH(I)L(OSOPH)IAE DOCTOR ET / MAGISTER, DECANVS ET PAROCHVS APVD, S(ANCTVM) / LEONARDVM IN AIGEN OBIJT ANNO, 16,31, / DIE 24 MENSIS IVNII AETATIS 44 ANNO(RVM) . / CVIVS ANIMA DEO VIFATb), AMEN.
dio~di101-0365~1;"<sco>
    <sec>
      <par>
        <lno>[---] Anthoni Pflüegl . Ch(u)r F(ü)r(st)l(icher) D(urch)l(auch)t Rath vnd Pflegers zu / [--- G]eorgen Pflüegls zu Wolffseckh Sönl . seins alters im an<lig>de</lig>rn Jar<appalpha id=""footnotes-appalpha-dio-di101-0365-a"">a)</appalpha> / [---]samtḥẹiṭ ain Khellerstuegen von . 16 . staffl lang, dermassen hinab gefalln, / [---] ṃẹṛ in Jme verspürn khọ̈n<lig>de</lig>ṇ, Wie nun sein Muetter Frau Vrsula / [---] Gingerin von Wolffseckh . in höchster <lig>be</lig>truebnus, die Allerheyl(igste) Muetter / [---] Maria vmb fürbitt angerueffen, vnd mit ainem Opfer zu Jrem Gotts=/[haus Sa]ṃereỵ verlobt, hat es nit [---]ḅalt hinach wi<lig>de</lig>r ain zaichen <lig>de</lig>s ḷebens / [---] die beschedigten arm vnd Painl ganṭz vnuerletzt sich wider bef̣ụnden / [---]mechtigen [....] vnd seiner lieben Mue[tter] zu Ehrn, lob vnd dancks dise / [---]</lno>
      </par>
    </sec>
  </sco>";[---] Anthoni Pflüegl . Ch(u)r F(ü)r(st)l(icher) D(urch)l(auch)t Rath vnd Pflegers zu / [--- G]eorgen Pflüegls zu Wolffseckh Sönl . seins alters im andern Jara) / [---]samtḥẹiṭ ain Khellerstuegen von . 16 . staffl lang, dermassen hinab gefalln, / [---] ṃẹṛ in Jme verspürn khọ̈ndeṇ, Wie nun sein Muetter Frau Vrsula / [---] Gingerin von Wolffseckh . in höchster betruebnus, die Allerheyl(igste) Muetter / [---] Maria vmb fürbitt angerueffen, vnd mit ainem Opfer zu Jrem Gotts=/[haus Sa]ṃereỵ verlobt, hat es nit [---]ḅalt hinach wider ain zaichen des ḷebens / [---] die beschedigten arm vnd Painl ganṭz vnuerletzt sich wider bef̣ụnden / [---]mechtigen [....] vnd seiner lieben Mue[tter] zu Ehrn, lob vnd dancks dise / [---]
dio~di101-0366~1;"<sco>
    <sec>
      <snr>I.</snr>
      <par>
        <lno>1 ∙ 6 ∙ 3 ∙ 1</lno>
      </par>
    </sec>
    <sec>
      <par>

</par>
    </sec>
    <sec>
      <snr>II.</snr>
      <par>
        <lno>Andreas Jeörg von Perlaching auff triffelstein, Cleberg vnd Kharpfhaim </lno>
      </par>
    </sec>
    <sec>
      <snr>III.</snr>
      <par>
        <lno>Maria Sara von Perlaching geb(orene)<appalpha id=""footnotes-appalpha-dio-di101-0366-a"">a)</appalpha> Auerin von Tobel</lno>
      </par>
    </sec>
    <sec>
      <snr>IV.</snr>
      <par>
        <lno>Jeörg Wilhelm Riederer von Parr zu Pilham vnd Rothau</lno>
      </par>
    </sec>
    <sec>
      <snr>V.</snr>
      <par>
        <lno>Vrsula Mari[a]na<appalpha id=""footnotes-appalpha-dio-di101-0366-b"">b)</appalpha> Riederer geb(orene)<appalpha id=""footnotes-appalpha-dio-di101-0366-a"">a)</appalpha> von Schwartzndorff</lno>
      </par>
    </sec>
  </sco>";I. 1 ∙ 6 ∙ 3 ∙ 1 II. Andreas Jeörg von Perlaching auff triffelstein, Cleberg vnd Kharpfhaim III. Maria Sara von Perlaching geb(orene)a) Auerin von Tobel IV. Jeörg Wilhelm Riederer von Parr zu Pilham vnd Rothau V. Vrsula Mari[a]nab) Riederer geb(orene)a) von Schwartzndorff
dio~di101-0367~1;"<sco>
<sec>
<snr>I.</snr>
<par>

<lno>1631</lno>
</par>
</sec>
<sec>

<par>

</par>
</sec>
<sec>
<snr>II.</snr>
<par>

<lno>G(eorg) W(ilhelm) R(iederer) v(on) P(aar) z(u) P(ilham) u(nd) R(ottau)</lno>

</par>
</sec>
<sec>
<snr>III.</snr>
<par>

<lno>V(rsula) M(ariana) R(iederer) G(eborene) V(on) S(chwartzndorff)</lno>
</par>
</sec>
</sco>";I. 1631 II. G(eorg) W(ilhelm) R(iederer) v(on) P(aar) z(u) P(ilham) u(nd) R(ottau) III. V(rsula) M(ariana) R(iederer) G(eborene) V(on) S(chwartzndorff)
dio~di101-0368~1;"<sco>
    <sec>
      <par>
        <lno>M. R. R. R. ANNO. 1632<appalpha id=""footnotes-appalpha-dio-di101-0368-a"">a)</appalpha> .</lno>
      </par>
    </sec>
  </sco>";M. R. R. R. ANNO. 1632a) .
dio~di101-0369~1;"<sco>
    <sec>
      <par>
        <lno>ANNO 1633 den 28 September war Tödtlich khranckh Barbara Felberin / Mallerin zu Vilßhouen, hat sie sich beuolchen in die Furbitt der Junckhfrauen / Maria Muetter Gottes vnd hilff dess heiligen Ertzengels Michael auch / ein Khirchfarth vnd diese fügur zu Opffern vnser lieben Frauen gen Samarei, ver=/=lobt, nach solchem wurde sie Gott sey lob gesundt<appalpha id=""footnotes-appalpha-dio-di101-0369-a"">a)</appalpha></lno>
      </par>
    </sec>
  </sco>";ANNO 1633 den 28 September war Tödtlich khranckh Barbara Felberin / Mallerin zu Vilßhouen, hat sie sich beuolchen in die Furbitt der Junckhfrauen / Maria Muetter Gottes vnd hilff dess heiligen Ertzengels Michael auch / ein Khirchfarth vnd diese fügur zu Opffern vnser lieben Frauen gen Samarei, ver=/=lobt, nach solchem wurde sie Gott sey lob gesundta)
dio~di101-0370~1;"<sco>
    <sec>
      <par>
        <lno>Gott dem Allmechigen<appalpha id=""footnotes-appalpha-dio-di101-0370-a"">a)</appalpha> zu lob vnd Ehr auch der heilligen / Junckhfrauen Maria Muetter gottes hab ich ain khirch=/fard versprochen zu sumerei dac̣ẓ man in gemain Nent bey ∙ St: / grain mit ainer heilligen Meß und mit ainem opfer das ich / hab an mein rechten aug ain iber aus ain grosen schmerczen / hab gehabt in die ∙ 16 ∙ wochen A(nno) 629 ∙ das mir die docter vnd ärtzt / nit haben den schmerczen ver dreiben<appalpha id=""footnotes-appalpha-dio-di101-0370-a"">a)</appalpha> khinen ist mir diser schme=/rczen durch die versprochne khirchfardt nach vnd nach / mit gottes hilf vnd durch virbit der heillen<appalpha id=""footnotes-appalpha-dio-di101-0370-a"">a)</appalpha> Maria Muetter / gottes bösser worden mer hab versprochen zu den wierdigen / gottshauß A(nn)o 6∙33 mit ain heilligen Möss neben einem Opfer vnd dafl / das ich an betten Viesen ainen grosen schmerczen hab gehabt ist mit gott </lno>
      </par>
    </sec>
  </sco>";Gott dem Allmechigena) zu lob vnd Ehr auch der heilligen / Junckhfrauen Maria Muetter gottes hab ich ain khirch=/fard versprochen zu sumerei dac̣ẓ man in gemain Nent bey ∙ St: / grain mit ainer heilligen Meß und mit ainem opfer das ich / hab an mein rechten aug ain iber aus ain grosen schmerczen / hab gehabt in die ∙ 16 ∙ wochen A(nno) 629 ∙ das mir die docter vnd ärtzt / nit haben den schmerczen ver dreibena) khinen ist mir diser schme=/rczen durch die versprochne khirchfardt nach vnd nach / mit gottes hilf vnd durch virbit der heillena) Maria Muetter / gottes bösser worden mer hab versprochen zu den wierdigen / gottshauß A(nn)o 6∙33 mit ain heilligen Möss neben einem Opfer vnd dafl / das ich an betten Viesen ainen grosen schmerczen hab gehabt ist mit gott
dio~di101-0371~1;"<sco>
    <sec>
      <par>
        <lno>Hie ligt begraben Des Edlen Gestreng/en herrn Georg Pfluegls zu wolfṣṣẸckh / Cur F(ü)r(st)l(icher) D(u)r(ch)l(aucht) in Bayrn Rats vnd pfle<lig>ge</lig>rs / in G̣ṛịẹṣṣp̣ach vnd VERONICA<appalpha id=""footnotes-appalpha-dio-di101-0371-a"">a)</appalpha> pflueglin / Geporne Schermorin [---]fraw / [---] Junḳg̣fraw Maria / [---/---] Sein Allmacht / ain [fröliche] au[f]er[ste]ung verleihen we[lle] / [1]63̣3̣<appalpha id=""footnotes-appalpha-dio-di101-0371-b"">b)</appalpha></lno>
      </par>
    </sec>
  </sco>";Hie ligt begraben Des Edlen Gestreng/en herrn Georg Pfluegls zu wolfṣṣẸckh / Cur F(ü)r(st)l(icher) D(u)r(ch)l(aucht) in Bayrn Rats vnd pflegers / in G̣ṛịẹṣṣp̣ach vnd VERONICAa) pflueglin / Geporne Schermorin [---]fraw / [---] Junḳg̣fraw Maria / [---/---] Sein Allmacht / ain [fröliche] au[f]er[ste]ung verleihen we[lle] / [1]63̣3̣b)
dio~di101-0372~1;"<sco>
    <sec>
      <snr>I.</snr>
      <par>
        <lno>∙ R(VDOLF) ∙ F̣(REIHERR)<appalpha id=""footnotes-appalpha-dio-di101-0372-a"">a)</appalpha> ∙ V(ON) ∙ P(ÖTTING)<appnum id=""footnotes-appnum-dio-di101-0372-1"">1)</appnum> ∙</lno>
      </par>
    </sec>
    <sec>
      <snr>II.</snr>
      <par>
        <lno>∙ 1 ∙ 6 ∙ // 33</lno>
      </par>
    </sec>
  </sco>";I. ∙ R(VDOLF) ∙ F̣(REIHERR)a) ∙ V(ON) ∙ P(ÖTTING)1) ∙ II. ∙ 1 ∙ 6 ∙ // 33
dio~di101-0373~1;"<sco>
    <sec>
      <par>
        <lno>R(VDOLF) ∙ F(REIHERR)<appalpha id=""footnotes-appalpha-dio-di101-0373-a"">a)</appalpha> ∙ V(ON) ∙ P(ÖTTING)<appnum id=""footnotes-appnum-dio-di101-0373-2"">2)</appnum></lno>
      </par>
    </sec>
  </sco>";R(VDOLF) ∙ F(REIHERR)a) ∙ V(ON) ∙ P(ÖTTING)2)
dio~di101-0374~1;"<sco>
<sec>

<par>
<lno>16 Anna [---] 33</lno>
</par>
</sec>
</sco>";16 Anna [---] 33
dio~di101-0375~1;"<sco>
    <sec>
      <par>
        <lno>[---]ṃ<appalpha id=""footnotes-appalpha-dio-di101-0375-a"">a)</appalpha> Rọmẹḷssper[g] / ein gebor(n)e Raịṇeri(n)<appalpha id=""footnotes-appalpha-dio-di101-0375-b"">b)</appalpha> [...] zu[---]<appalpha id=""footnotes-appalpha-dio-di101-0375-c"">c)</appalpha> / dịẹ gestorben [ist ---]</lno>
      </par>
    </sec>
  </sco>";[---]ṃa) Rọmẹḷssper[g] / ein gebor(n)e Raịṇeri(n)b) [...] zu[---]c) / dịẹ gestorben [ist ---]
dio~di101-0376~1;"<sco>
    <sec>
      <par>
        <lno>R(EVERENDVS) P(ATER) F(RATER) <lig>ME</lig>LCHI/OR ∙ PRVNHOF/FER<appalpha id=""footnotes-appalpha-dio-di101-0376-a"">a)</appalpha> ∙ OBIIT 30 / IA(NVARII) AN(NO) 1 . 6 . 34 ·</lno>
        <lno>
          <appnum id=""footnotes-appnum-dio-di101-0376-""/>
        </lno>
      </par>
    </sec>
  </sco>";R(EVERENDVS) P(ATER) F(RATER) MELCHI/OR ∙ PRVNHOF/FERa) ∙ OBIIT 30 / IA(NVARII) AN(NO) 1 . 6 . 34 ·
dio~di101-0377~1;"<sco>
    <sec>
      <par>
        <lno>Alhie ligt begraben Der woll Edl / Geborne Johan Franciscus von sche[n]/burg welher den 30 May 1634 geḅ[oren] / vnd am heilligen Lichtmes tag J[m ---] / [1]63[5]<appalpha id=""footnotes-appalpha-dio-di101-0377-a"">a)</appalpha> Jar widervmb in Go[tt---/---]<appalpha id=""footnotes-appalpha-dio-di101-0377-b"">b)</appalpha></lno>
      </par>
    </sec>
  </sco>";Alhie ligt begraben Der woll Edl / Geborne Johan Franciscus von sche[n]/burg welher den 30 May 1634 geḅ[oren] / vnd am heilligen Lichtmes tag J[m ---] / [1]63[5]a) Jar widervmb in Go[tt---/---]b)
dio~di101-0378~1;"<sco>
    <sec>
      <snr>I.</snr>
      <par>
        <lno>S(ANCTVS) BENED/[IC]TVS</lno>
      </par>
    </sec>
    <sec>
      <snr>II.</snr>
      <par>
        <lno>[S(ANCTVS) LE]ON[AR/D]VS<appalpha id=""footnotes-appalpha-dio-di101-0378-a"">a)</appalpha></lno>
      </par>
    </sec>
    <sec>
      <snr>III.</snr>
      <par>
        <lno>DEO . OPT(IMO) MAX(IMO) / CHRISTIFER<lig>AE</lig> VIRGINI . DIVIS INPRI/MIS BENEDICTO ET BERNARDO QVOD SALV/TI SIET . SACELLVM ISTVD CVM TABELLA MAR/MOREA FRATER<appalpha id=""footnotes-appalpha-dio-di101-0378-b"">b)</appalpha> MICHAEL<appalpha id=""footnotes-appalpha-dio-di101-0378-b"">b)</appalpha> KHIRCHPERGER<appalpha id=""footnotes-appalpha-dio-di101-0378-b"">b)</appalpha> IN/DIGNVS COENOBY ABBAS<appalpha id=""footnotes-appalpha-dio-di101-0378-c"">c)</appalpha> XXXVIII EREXIT VBI / CADAVER SVVM CONDI ET SVPREMVM DIEM OP/[E]RIRI<appalpha id=""footnotes-appalpha-dio-di101-0378-d"">d)</appalpha> VOLVIT . TV PIE PRECATOR<appalpha id=""footnotes-appalpha-dio-di101-0378-e"">e)</appalpha> NE GRAVERE DICERE / REQVIESCAT<appalpha id=""footnotes-appalpha-dio-di101-0378-b"">b)</appalpha> IN PACE. VALE<appalpha id=""footnotes-appalpha-dio-di101-0378-c"">c)</appalpha> SEQVI MEMOR<appalpha id=""footnotes-appalpha-dio-di101-0378-b"">b)</appalpha>. / OBYT ANNO<appalpha id=""footnotes-appalpha-dio-di101-0378-c"">c)</appalpha> CHRISTSTI<appalpha id=""footnotes-appalpha-dio-di101-0378-f"">f)</appalpha> MDC&lt;XXXV&gt; / DIE &lt;VIII :&gt; MENSIS &lt;OCT(OBR)IS :&gt;</lno>
      </par>
    </sec>
  </sco>";I. S(ANCTVS) BENED/[IC]TVS II. [S(ANCTVS) LE]ON[AR/D]VSa) III. DEO . OPT(IMO) MAX(IMO) / CHRISTIFERAE VIRGINI . DIVIS INPRI/MIS BENEDICTO ET BERNARDO QVOD SALV/TI SIET . SACELLVM ISTVD CVM TABELLA MAR/MOREA FRATERb) MICHAELb) KHIRCHPERGERb) IN/DIGNVS COENOBY ABBASc) XXXVIII EREXIT VBI / CADAVER SVVM CONDI ET SVPREMVM DIEM OP/[E]RIRId) VOLVIT . TV PIE PRECATORe) NE GRAVERE DICERE / REQVIESCATb) IN PACE. VALEc) SEQVI MEMORb). / OBYT ANNOc) CHRISTSTIf) MDC<XXXV> / DIE <VIII :> MENSIS <OCT(OBR)IS :>
dio~di101-0379~1;"<sco>
<sec>

<par>
<lno>R(EVERENDVS) P(ATER) F(RATER) IOANNES TRỊḄ[V]/NVS OBIIT IN CH(RIST)O XX/II AVGVSTI ẠṆ(Ṇ)Ọ M[D/C]XXXVỊ C̣ṾỊṾṢ[---]</lno>
</par>
</sec>
</sco>";R(EVERENDVS) P(ATER) F(RATER) IOANNES TRỊḄ[V]/NVS OBIIT IN CH(RIST)O XX/II AVGVSTI ẠṆ(Ṇ)Ọ M[D/C]XXXVỊ C̣ṾỊṾṢ[---]
dio~di101-0380~1;"<sco>
    <sec>
      <par>
        <lno>HAS<appalpha id=""footnotes-appalpha-dio-di101-0380-a"">a)</appalpha> AEDES IN HANC QVA INTVS ET EXTRA FORMAM C//ERNERE<appalpha id=""footnotes-appalpha-dio-di101-0380-b"">b)</appalpha> LICET RVDOLPHVS LIBER BARO / DE POTTINGEN PRO COMMODITATE SVDRVM<appalpha id=""footnotes-appalpha-dio-di101-0380-c"">c)</appalpha> SVCC//ESSORVM<appalpha id=""footnotes-appalpha-dio-di101-0380-b"">b)</appalpha> PROPRYS SVMPTIBVS E / FVNDAMENTIS EXSTRV//I<appalpha id=""footnotes-appalpha-dio-di101-0380-b"">b)</appalpha> CVRAVIT A(NN)O<appalpha id=""footnotes-appalpha-dio-di101-0380-d"">d)</appalpha> 1 . 6 . 36 .</lno>
      </par>
    </sec>
  </sco>";HASa) AEDES IN HANC QVA INTVS ET EXTRA FORMAM C//ERNEREb) LICET RVDOLPHVS LIBER BARO / DE POTTINGEN PRO COMMODITATE SVDRVMc) SVCC//ESSORVMb) PROPRYS SVMPTIBVS E / FVNDAMENTIS EXSTRV//Ib) CVRAVIT A(NN)Od) 1 . 6 . 36 .
dio~di101-0381~1;"<sco>
    <sec>
      <snr>I.</snr>
      <par>
        <lno>[Anno] 1636 ∙ Den ∙ 8 ∙ (decem)b[ris<appalpha id=""footnotes-appalpha-dio-di101-0381-a"">a)</appalpha> ---] Dißen Grabstain zu Einem Angedenckhen Machen / Lasßen [---] Ehrwür[dig---] Wollgelehrt[e] Herr Mathe[---] Pfarrherr Alhie Jn Ṿt[tig]khouen [---]ng[---]e[---] / Vnnd Ẉụẹ[---] Jnn Gott Auß Fürbiett Der Allerseelligsten Junck[frau/e]n Muetter Gottes Maria ḥọc̣ḥg̣ạḅẹṇ [---] Allmech[---] wölle Amen [We]lch[er d]en 18 [---] 1637 Jn [G]ott Enṭṣ[chlafen---]</lno>
      </par>
    </sec>
    <sec>
      <snr>II.</snr>
      <par>
        <lno>INRI</lno>
      </par>
    </sec>
    <sec>
      <snr>III.</snr>
      <par>
        <lno>IE(SV)S<appalpha id=""footnotes-appalpha-dio-di101-0381-b"">b)</appalpha> / AVXILIVM MEVM / A / DOMINO / ẠṾX̣ILIANTE DEO VIT<lig>AE</lig> PRIMORDIA / SVMPSI / AVXILIANTE DEO / MORTIS OBIBO / DIEM / AVXILIANTE DEO SVRGAM REDI/VIVS IN AVRAS / ET ṾỊVAM IN COELIS AVXILI/ANTE / DE/O</lno>
      </par>
    </sec>
  </sco>";I. [Anno] 1636 ∙ Den ∙ 8 ∙ (decem)b[risa) ---] Dißen Grabstain zu Einem Angedenckhen Machen / Lasßen [---] Ehrwür[dig---] Wollgelehrt[e] Herr Mathe[---] Pfarrherr Alhie Jn Ṿt[tig]khouen [---]ng[---]e[---] / Vnnd Ẉụẹ[---] Jnn Gott Auß Fürbiett Der Allerseelligsten Junck[frau/e]n Muetter Gottes Maria ḥọc̣ḥg̣ạḅẹṇ [---] Allmech[---] wölle Amen [We]lch[er d]en 18 [---] 1637 Jn [G]ott Enṭṣ[chlafen---] II. INRI III. IE(SV)Sb) / AVXILIVM MEVM / A / DOMINO / ẠṾX̣ILIANTE DEO VITAE PRIMORDIA / SVMPSI / AVXILIANTE DEO / MORTIS OBIBO / DIEM / AVXILIANTE DEO SVRGAM REDI/VIVS IN AVRAS / ET ṾỊVAM IN COELIS AVXILI/ANTE / DE/O
